C11,C12,C13,C22,C23,C33
0.650764323,0.182569961,3.51E-13,0.607891112,3.50E-13,0.223856849
0.664278621,0.187861882,3.52E-13,0.633459789,3.46E-13,0.229290515
0.690399808,0.198360531,3.53E-13,0.678694662,3.56E-13,0.239949046
0.702882362,0.203402997,3.61E-13,0.697563425,3.56E-13,0.245109355
0.726321062,0.21267168,3.65E-13,0.726321062,3.68E-13,0.254890421
0.748473278,0.22119556,3.63E-13,0.748473278,3.65E-13,0.264064436
0.781471593,0.233633171,3.77E-13,0.781471593,3.72E-13,0.277416119
0.792387651,0.237672502,3.73E-13,0.792387651,3.73E-13,0.281746792
0.803252033,0.241652983,3.76E-13,0.803252033,3.75E-13,0.286013245
0.814058332,0.245571351,3.78E-13,0.814058332,3.77E-13,0.290213018
0.824799859,0.24942441,3.80E-13,0.824799859,3.81E-13,0.294343721
0.835469643,0.253209042,3.81E-13,0.835469643,3.87E-13,0.29840304
0.846060434,0.256922216,3.78E-13,0.846060434,3.82E-13,0.302388737
0.856564699,0.260561002,3.83E-13,0.856564699,3.80E-13,0.306298648
0.866974626,0.264122572,3.82E-13,0.866974626,3.88E-13,0.310130686
0.877282125,0.267604221,3.84E-13,0.877282125,3.90E-13,0.313882841
0.887478834,0.271003364,3.89E-13,0.887478834,3.93E-13,0.31755318
0.897556124,0.274317556,3.94E-13,0.897556124,3.91E-13,0.321139849
0.907505104,0.277544495,3.97E-13,0.907505104,3.95E-13,0.324641067
0.917316631,0.280682032,3.92E-13,0.917316631,3.96E-13,0.328055133
0.92698132,0.283728177,3.97E-13,0.92698132,3.89E-13,0.331380418
0.936489555,0.286681111,3.98E-13,0.936489555,4.07E-13,0.334615372
0.945831508,0.289539186,3.95E-13,0.945831508,4.00E-13,0.337758515
0.954997149,0.292300933,3.97E-13,0.954997149,3.97E-13,0.340808442
0.96397627,0.294965068,3.98E-13,0.96397627,3.99E-13,0.343763818
0.972758504,0.297530491,4.04E-13,0.972758504,3.99E-13,0.346623377
0.981333349,0.299996289,4.01E-13,0.981333349,4.02E-13,0.349385925
0.989690195,0.302361737,4.02E-13,0.989690195,4.01E-13,0.35205033
0.99781835,0.304626296,4.03E-13,0.99781835,4.05E-13,0.354615527
1.005707077,0.306789607,4.05E-13,1.005707077,4.11E-13,0.357080516
1.01334562,0.308851491,4.05E-13,1.01334562,4.07E-13,0.359444355
1.020723244,0.310811936,4.07E-13,1.020723244,4.01E-13,0.361706162
1.027829273,0.312671094,4.08E-13,1.027829273,4.06E-13,0.363865113
1.034653131,0.314429268,4.07E-13,1.034653131,4.08E-13,0.365920441
1.041184381,0.316086899,4.06E-13,1.041184381,4.08E-13,0.367871429
1.047412769,0.317644555,4.12E-13,1.047412769,4.12E-13,0.369717414
1.053328271,0.319102914,4.09E-13,1.053328271,4.15E-13,0.371457781
1.058921138,0.320462747,4.05E-13,1.058921138,4.13E-13,0.373091964
1.064181938,0.321724902,4.15E-13,1.064181938,4.14E-13,0.374619444
1.069101609,0.322890283,4.10E-13,1.069101609,4.12E-13,0.376039743
1.073671497,0.323959831,4.10E-13,1.073671497,4.14E-13,0.377352427
1.081729638,0.325815257,4.16E-13,1.081729638,4.12E-13,0.379653425
1.08520303,0.326603013,4.17E-13,1.08520303,4.16E-13,0.380641072
1.088296994,0.327298649,4.23E-13,1.088296994,4.21E-13,0.381519772
1.093323312,0.328416654,4.15E-13,1.093323312,4.16E-13,0.382949419
1.098901099,0.32967033,4.13E-13,1.098901099,4.14E-13,0.384615385
1.10E-09,3.30E-10,4.12E-22,1.10E-09,4.17E-22,3.85E-10
0.007615492,0.007492125,2.04E-14,0.027470811,2.13E-14,0.007505568
0.012791534,0.012481998,3.24E-14,0.042440726,3.13E-14,0.012497343
0.01805721,0.017459585,4.50E-14,0.057404116,4.55E-14,0.017484192
0.023424213,0.02241994,5.40E-14,0.072364025,5.54E-14,0.022467153
0.028905506,0.02735797,6.78E-14,0.08732334,6.92E-14,0.027447209
0.034515423,0.03226836,7.53E-14,0.102284737,7.82E-14,0.032425383
0.040269812,0.037145585,8.77E-14,0.117250671,8.83E-14,0.03740272
0.046186164,0.041983934,1.03E-13,0.132223374,1.03E-13,0.042380267
0.052283754,0.046777532,1.12E-13,0.147204829,1.12E-13,0.047359071
0.058583778,0.051520383,1.22E-13,0.162196761,1.22E-13,0.052340171
0.065109488,0.056206414,1.32E-13,0.177200603,1.32E-13,0.057324599
0.071886325,0.060829532,1.44E-13,0.192217474,1.42E-13,0.062313372
0.078942048,0.06538369,1.52E-13,0.207248145,1.49E-13,0.067307496
0.086306847,0.069862971,1.59E-13,0.222293008,1.57E-13,0.072307962
0.094013444,0.074261686,1.69E-13,0.23735204,1.70E-13,0.077315742
0.102097166,0.078574487,1.81E-13,0.252424765,1.80E-13,0.082331788
0.110596,0.082796502,1.84E-13,0.26751022,1.92E-13,0.087357033
0.11955059,0.086923487,1.96E-13,0.282606917,1.99E-13,0.092392384
0.129004207,0.090952,2.04E-13,0.297712811,2.04E-13,0.097438723
0.139002635,0.094879592,2.13E-13,0.312825263,2.16E-13,0.102496905
0.149593999,0.098705025,2.19E-13,0.327941012,2.18E-13,0.107567752
0.160828515,0.102428509,2.26E-13,0.343056153,2.33E-13,0.112652049
0.17275817,0.106051978,2.34E-13,0.358166135,2.38E-13,0.117750536
0.185436381,0.1095794,2.49E-13,0.37326579,2.46E-13,0.122863906
0.198917657,0.113017128,2.52E-13,0.388349408,2.51E-13,0.127992807
0.213257285,0.11637428,2.56E-13,0.403410874,2.59E-13,0.133137859
0.228511052,0.119663113,2.62E-13,0.418443852,2.69E-13,0.13829969
0.24473488,0.122899375,2.77E-13,0.433442019,2.71E-13,0.143478989
0.261984225,0.126102572,2.78E-13,0.448399323,2.78E-13,0.148676575
0.280312934,0.129296083,2.85E-13,0.463310224,2.83E-13,0.153893466
0.299771174,0.13250708,2.92E-13,0.478169889,2.89E-13,0.159130932
0.320402019,0.135766145,2.99E-13,0.492974293,2.90E-13,0.164390513
0.3422363,0.139106522,3.00E-13,0.507720183,2.98E-13,0.169673971
0.365285486,0.142562915,3.09E-13,0.522404862,3.08E-13,0.174983174
0.389532672,0.146169785,3.14E-13,0.537025777,3.09E-13,0.180319875
0.414922161,0.149959155,3.17E-13,0.55157987,3.13E-13,0.185685401
0.441348663,0.153957993,3.21E-13,0.566062718,3.26E-13,0.191080249
0.468647589,0.158185397,3.25E-13,0.580467476,3.29E-13,0.196503593
0.496588239,0.162649847,3.32E-13,0.594783705,3.30E-13,0.201952747
0.524871643,0.167346897,3.38E-13,0.60899616,3.32E-13,0.20742259
0.580959147,0.177348111,3.39E-13,0.637018233,3.42E-13,0.218388313
0.607891112,0.182569961,3.44E-13,0.650764323,3.42E-13,0.223856849
0.633459789,0.187861882,3.55E-13,0.664278621,3.56E-13,0.229290515
0.678694662,0.198360531,3.58E-13,0.690399808,3.50E-13,0.239949046
0.697563425,0.203402997,3.61E-13,0.702882362,3.57E-13,0.245109355
0.726321062,0.21267168,3.63E-13,0.726321062,3.70E-13,0.254890421
0.748473278,0.22119556,3.69E-13,0.748473278,3.67E-13,0.264064436
0.781471593,0.233633171,3.73E-13,0.781471593,3.69E-13,0.277416119
0.792387651,0.237672502,3.75E-13,0.792387651,3.75E-13,0.281746792
0.803252033,0.241652983,3.76E-13,0.803252033,3.78E-13,0.286013245
0.814058332,0.245571351,3.76E-13,0.814058332,3.79E-13,0.290213018
0.824799859,0.24942441,3.82E-13,0.824799859,3.78E-13,0.294343721
0.835469643,0.253209042,3.84E-13,0.835469643,3.83E-13,0.29840304
0.846060434,0.256922216,3.88E-13,0.846060434,3.83E-13,0.302388737
0.856564699,0.260561002,3.86E-13,0.856564699,3.82E-13,0.306298648
0.866974626,0.264122572,3.90E-13,0.866974626,3.88E-13,0.310130686
0.877282125,0.267604221,3.89E-13,0.877282125,3.86E-13,0.313882841
0.887478834,0.271003364,3.85E-13,0.887478834,3.84E-13,0.31755318
0.897556124,0.274317556,3.93E-13,0.897556124,3.94E-13,0.321139849
0.907505104,0.277544495,3.92E-13,0.907505104,3.96E-13,0.324641067
0.917316631,0.280682032,3.96E-13,0.917316631,4.03E-13,0.328055133
0.92698132,0.283728177,3.96E-13,0.92698132,3.92E-13,0.331380418
0.936489555,0.286681111,3.96E-13,0.936489555,3.98E-13,0.334615372
0.945831508,0.289539186,3.96E-13,0.945831508,4.00E-13,0.337758515
0.954997149,0.292300933,3.99E-13,0.954997149,4.09E-13,0.340808442
0.96397627,0.294965068,3.97E-13,0.96397627,4.04E-13,0.343763818
0.972758504,0.297530491,4.03E-13,0.972758504,4.04E-13,0.346623377
0.981333349,0.299996289,4.04E-13,0.981333349,3.98E-13,0.349385925
0.989690195,0.302361737,4.04E-13,0.989690195,3.97E-13,0.35205033
0.99781835,0.304626296,4.01E-13,0.99781835,4.04E-13,0.354615527
1.005707077,0.306789607,4.01E-13,1.005707077,4.10E-13,0.357080516
1.01334562,0.308851491,4.06E-13,1.01334562,4.10E-13,0.359444355
1.020723244,0.310811936,4.05E-13,1.020723244,4.09E-13,0.361706162
1.027829273,0.312671094,4.09E-13,1.027829273,4.06E-13,0.363865113
1.034653131,0.314429268,4.09E-13,1.034653131,4.18E-13,0.365920441
1.041184381,0.316086899,4.04E-13,1.041184381,4.09E-13,0.367871429
1.047412769,0.317644555,4.12E-13,1.047412769,4.15E-13,0.369717414
1.053328271,0.319102914,4.13E-13,1.053328271,4.18E-13,0.371457781
1.058921138,0.320462747,4.14E-13,1.058921138,4.18E-13,0.373091964
1.064181938,0.321724902,4.16E-13,1.064181938,4.20E-13,0.374619444
1.069101609,0.322890283,4.11E-13,1.069101609,4.15E-13,0.376039743
1.073671497,0.323959831,4.15E-13,1.073671497,4.15E-13,0.377352427
1.081729638,0.325815257,4.09E-13,1.081729638,4.13E-13,0.379653425
1.08520303,0.326603013,4.13E-13,1.08520303,4.17E-13,0.380641072
1.088296994,0.327298649,4.14E-13,1.088296994,4.14E-13,0.381519772
1.093323312,0.328416654,4.14E-13,1.093323312,4.09E-13,0.382949419
1.098901099,0.32967033,4.13E-13,1.098901099,4.14E-13,0.384615385
1.10E-09,3.30E-10,4.12E-22,1.10E-09,4.17E-22,3.85E-10
0.020052069,7.42E-05,1.20E-14,0.010051929,1.27E-14,1.52E-06
0.030152533,0.000222601,2.04E-14,0.020105624,2.09E-14,5.86E-06
0.050322111,0.000559837,3.24E-14,0.030241749,3.12E-14,2.49E-05
0.0605374,0.000891366,4.10E-14,0.040356185,4.05E-14,4.62E-05
0.080838887,0.001491498,5.15E-14,0.050587046,5.30E-14,0.000105527
0.091177519,0.00200962,5.98E-14,0.060768529,6.18E-14,0.000158757
0.111622325,0.002877823,7.35E-14,0.071101559,7.15E-14,0.000283362
0.1220923,0.003587122,7.71E-14,0.081355491,8.08E-14,0.000385033
0.142691742,0.004729631,9.00E-14,0.091797955,9.09E-14,0.000602753
0.153301251,0.005635131,9.85E-14,0.102129789,9.85E-14,0.000771305
0.174066963,0.007058784,1.10E-13,0.112689115,1.08E-13,0.001113034
0.184824522,0.008165872,1.18E-13,0.123104488,1.19E-13,0.001369075
0.205768576,0.009878025,1.26E-13,0.133788372,1.28E-13,0.001869158
0.216683042,0.011192446,1.31E-13,0.144293153,1.38E-13,0.002235713
0.237817898,0.01320097,1.45E-13,0.155109619,1.46E-13,0.002932268
0.248898403,0.014728883,1.51E-13,0.165709955,1.52E-13,0.003435014
0.27023705,0.017042321,1.59E-13,0.17666742,1.60E-13,0.0043702
0.281493608,0.01879052,1.66E-13,0.187369767,1.69E-13,0.005037646
0.30305117,0.021418431,1.79E-13,0.198477061,1.76E-13,0.006257821
0.314496716,0.023394555,1.81E-13,0.209288153,1.83E-13,0.007121427
0.336293498,0.026347627,1.92E-13,0.220554415,1.92E-13,0.00867717
0.347946014,0.028559948,1.98E-13,0.231481159,1.97E-13,0.009771347
0.370009385,0.03184937,2.09E-13,0.242915612,2.08E-13,0.011717258
0.381891767,0.034306017,2.14E-13,0.253964924,2.14E-13,0.01307922
0.404254368,0.037942122,2.21E-13,0.26557659,2.21E-13,0.015473429
0.416391113,0.040649988,2.30E-13,0.276755247,2.32E-13,0.017142831
0.439085141,0.044640569,2.36E-13,0.288552683,2.36E-13,0.020046144
0.45149688,0.047604289,2.38E-13,0.299867221,2.46E-13,0.022064453
0.474546171,0.051953069,2.49E-13,0.311858372,2.54E-13,0.02553906
0.487243894,0.055174345,2.53E-13,0.323315099,2.59E-13,0.027948639
0.510656065,0.059879911,2.68E-13,0.33550734,2.66E-13,0.032056369
0.523636575,0.063357229,2.70E-13,0.34711253,2.64E-13,0.034899253
0.547396923,0.068412482,2.74E-13,0.359512948,2.78E-13,0.039699399
0.560640249,0.072141134,2.85E-13,0.371273203,2.80E-13,0.043015782
0.584708132,0.077533108,2.93E-13,0.383889035,2.89E-13,0.048562546
0.598176875,0.081505296,2.92E-13,0.395811729,2.89E-13,0.052388986
0.622484511,0.087215126,3.00E-13,0.408650825,2.99E-13,0.058728623
0.636124628,0.091419979,3.09E-13,0.420744441,3.11E-13,0.063095987
0.660577763,0.097422823,3.14E-13,0.433815554,3.12E-13,0.070263709
0.674320193,0.101846204,3.19E-13,0.446089771,3.17E-13,0.075194888
0.698800015,0.108111039,3.23E-13,0.459402527,3.25E-13,0.083211616
0.712562632,0.112735152,3.23E-13,0.471867934,3.30E-13,0.088719037
0.736928389,0.119224463,3.34E-13,0.485432438,3.33E-13,0.097588104
0.750617982,0.124027359,3.35E-13,0.498099844,3.48E-13,0.103671137
0.774709949,0.130696834,3.42E-13,0.511925963,3.40E-13,0.113375109
0.788224098,0.135651941,3.53E-13,0.524805398,3.48E-13,0.120017527
0.811866696,0.142450317,3.47E-13,0.538901874,3.53E-13,0.130515396
0.825095527,0.147526139,3.59E-13,0.552001395,3.53E-13,0.137683117
0.848100499,0.154395308,3.60E-13,0.566375007,3.58E-13,0.14890823
0.860928396,0.159555392,3.56E-13,0.579699511,3.69E-13,0.156547695
0.88309798,0.166430818,3.67E-13,0.594354512,3.62E-13,0.168406888
0.895405277,0.171634034,3.74E-13,0.607904758,3.78E-13,0.176444441
0.916535294,0.178445452,3.76E-13,0.622842851,3.83E-13,0.188818934
0.928199979,0.183646561,3.80E-13,0.636614893,3.73E-13,0.197161647
0.948082649,0.190318832,3.85E-13,0.651836035,3.83E-13,0.20991035
0.95898197,0.195469238,3.88E-13,0.66582129,3.86E-13,0.218448709
0.97740804,0.201923103,3.91E-13,0.68132577,4.00E-13,0.2314148
0.987419742,0.206971578,3.91E-13,0.695512074,3.96E-13,0.240027824
1.004179001,0.21312379,3.96E-13,0.711304845,3.99E-13,0.253050242
1.013181492,0.218016753,3.97E-13,0.725679282,3.98E-13,0.261614199
1.02805935,0.223778329,4.06E-13,0.741779382,4.01E-13,0.274548844
1.03592889,0.228458607,4.04E-13,0.756335416,4.04E-13,0.282953701
1.048691833,0.233727224,4.09E-13,0.772801349,4.12E-13,0.295724068
1.055289705,0.238127406,4.14E-13,0.787562154,4.09E-13,0.303919166
1.065624325,0.242756223,4.12E-13,0.804611166,4.14E-13,0.316736818
1.070752369,0.246817114,4.17E-13,0.819907901,4.10E-13,0.324970936
1.098901099,0.32967033,4.13E-13,1.098901099,4.14E-13,0.384615385
1.10E-09,3.30E-10,4.12E-22,1.10E-09,4.17E-22,3.85E-10
0.010051929,7.42E-05,1.22E-14,0.020052069,1.18E-14,1.52E-06
0.020105624,0.000222601,2.11E-14,0.030152533,1.96E-14,5.86E-06
0.030241749,0.000559837,3.05E-14,0.050322111,3.29E-14,2.49E-05
0.040356185,0.000891366,4.00E-14,0.0605374,3.99E-14,4.62E-05
0.050587046,0.001491498,5.25E-14,0.080838887,5.27E-14,0.000105527
0.060768529,0.00200962,5.97E-14,0.091177519,5.98E-14,0.000158757
0.071101559,0.002877823,7.16E-14,0.111622325,7.30E-14,0.000283362
0.081355491,0.003587122,8.06E-14,0.1220923,7.67E-14,0.000385033
0.091797955,0.004729631,9.07E-14,0.142691742,9.05E-14,0.000602753
0.102129789,0.005635131,9.50E-14,0.153301251,9.83E-14,0.000771305
0.112689115,0.007058784,1.10E-13,0.174066963,1.09E-13,0.001113034
0.123104488,0.008165872,1.16E-13,0.184824522,1.16E-13,0.001369075
0.133788372,0.009878025,1.27E-13,0.205768576,1.21E-13,0.001869158
0.144293153,0.011192446,1.34E-13,0.216683042,1.35E-13,0.002235713
0.155109619,0.01320097,1.42E-13,0.237817898,1.44E-13,0.002932268
0.165709955,0.014728883,1.48E-13,0.248898403,1.48E-13,0.003435014
0.17666742,0.017042321,1.62E-13,0.27023705,1.60E-13,0.0043702
0.187369767,0.01879052,1.71E-13,0.281493608,1.67E-13,0.005037646
0.198477061,0.021418431,1.79E-13,0.30305117,1.76E-13,0.006257821
0.209288153,0.023394555,1.81E-13,0.314496716,1.82E-13,0.007121427
0.220554415,0.026347627,1.91E-13,0.336293498,1.95E-13,0.00867717
0.231481159,0.028559948,1.96E-13,0.347946014,1.98E-13,0.009771347
0.242915612,0.03184937,2.08E-13,0.370009385,2.09E-13,0.011717258
0.253964924,0.034306017,2.13E-13,0.381891767,2.18E-13,0.01307922
0.26557659,0.037942122,2.28E-13,0.404254368,2.24E-13,0.015473429
0.276755247,0.040649988,2.29E-13,0.416391113,2.26E-13,0.017142831
0.288552683,0.044640569,2.38E-13,0.439085141,2.40E-13,0.020046144
0.299867221,0.047604289,2.44E-13,0.45149688,2.46E-13,0.022064453
0.311858372,0.051953069,2.58E-13,0.474546171,2.54E-13,0.02553906
0.323315099,0.055174345,2.57E-13,0.487243894,2.54E-13,0.027948639
0.33550734,0.059879911,2.66E-13,0.510656065,2.65E-13,0.032056369
0.34711253,0.063357229,2.68E-13,0.523636575,2.71E-13,0.034899253
0.359512948,0.068412482,2.75E-13,0.547396923,2.86E-13,0.039699399
0.371273203,0.072141134,2.84E-13,0.560640249,2.81E-13,0.043015782
0.383889035,0.077533108,2.85E-13,0.584708132,2.88E-13,0.048562546
0.395811729,0.081505296,2.92E-13,0.598176875,2.96E-13,0.052388986
0.408650825,0.087215126,3.01E-13,0.622484511,3.04E-13,0.058728623
0.420744441,0.091419979,3.03E-13,0.636124628,3.05E-13,0.063095987
0.433815554,0.097422823,3.08E-13,0.660577763,3.12E-13,0.070263709
0.446089771,0.101846204,3.12E-13,0.674320193,3.13E-13,0.075194888
0.459402527,0.108111039,3.23E-13,0.698800015,3.27E-13,0.083211616
0.471867934,0.112735152,3.23E-13,0.712562632,3.31E-13,0.088719037
0.485432438,0.119224463,3.39E-13,0.736928389,3.36E-13,0.097588104
0.498099844,0.124027359,3.34E-13,0.750617982,3.37E-13,0.103671137
0.511925963,0.130696834,3.43E-13,0.774709949,3.44E-13,0.113375109
0.524805398,0.135651941,3.47E-13,0.788224098,3.52E-13,0.120017527
0.538901874,0.142450317,3.55E-13,0.811866696,3.54E-13,0.130515396
0.552001395,0.147526139,3.66E-13,0.825095527,3.60E-13,0.137683117
0.566375007,0.154395308,3.60E-13,0.848100499,3.68E-13,0.14890823
0.579699511,0.159555392,3.65E-13,0.860928396,3.66E-13,0.156547695
0.594354512,0.166430818,3.65E-13,0.88309798,3.71E-13,0.168406888
0.607904758,0.171634034,3.72E-13,0.895405277,3.73E-13,0.176444441
0.622842851,0.178445452,3.77E-13,0.916535294,3.74E-13,0.188818934
0.636614893,0.183646561,3.76E-13,0.928199979,3.85E-13,0.197161647
0.651836035,0.190318832,3.88E-13,0.948082649,3.85E-13,0.20991035
0.66582129,0.195469238,3.87E-13,0.95898197,3.88E-13,0.218448709
0.68132577,0.201923103,3.93E-13,0.97740804,3.95E-13,0.2314148
0.695512074,0.206971578,3.96E-13,0.987419742,3.90E-13,0.240027824
0.711304845,0.21312379,4.00E-13,1.004179001,3.99E-13,0.253050242
0.725679282,0.218016753,3.99E-13,1.013181492,4.01E-13,0.261614199
0.741779382,0.223778329,4.01E-13,1.02805935,3.96E-13,0.274548844
0.756335416,0.228458607,4.02E-13,1.03592889,4.07E-13,0.282953701
0.772801349,0.233727224,4.06E-13,1.048691833,4.13E-13,0.295724068
0.787562154,0.238127406,4.12E-13,1.055289705,4.10E-13,0.303919166
0.804611166,0.242756223,4.13E-13,1.065624325,4.14E-13,0.316736818
0.819907901,0.246817114,4.13E-13,1.070752369,4.10E-13,0.324970936
1.098901099,0.32967033,4.13E-13,1.098901099,4.14E-13,0.384615385
